QueryId,EntityId
004,1792599
004,0288084
004,3138806
004,3066862
004,3631168
004,1850415
004,1611299
004,3192147
004,0507025
004,0908705
004,0604364
006,1078101
006,2128341
006,3066143
006,2792527
006,3546074
006,4116692
006,3170461
006,3139368
006,3066138
006,2177465
006,0352183
006,0006348
006,0185097
006,1836697
006,3461656
006,4116694
006,1078107
006,1976741
006,1412944
006,1951058
006,0183269
006,1078103
006,1078102
006,2172567
006,0573230
006,3595843
006,3053326
006,0629808
006,4300426
006,4271332
006,4143295
006,0169660
006,3489358
006,1064995
006,3146219
006,3066124
006,0183880
006,3551203
006,2097820
006,3425718
006,1222213
006,0875711
006,2132349
006,4474551
006,3647123
006,1078109
006,4350778
006,3358839
006,3472545
006,2384725
006,2464214
006,3174598
006,3549452
006,1800431
006,2427684
006,2923201
006,0183315
006,2980147
006,0563289
006,1738341
006,4447336
006,2146740
006,3480321
006,2427365
006,1078100
006,0008980
006,1985634
006,0288084
006,1731480
006,2065648
006,0184372
006,0564224
006,0567383
006,3563164
006,1417018
006,4123757
006,1185282
006,3138975
006,2198676
006,1465151
006,4104929
006,1412316
006,0184382
006,0088451
006,3480322
006,0184397
006,0503972
006,4446952
006,3125581
006,0733911
006,1738966
006,4324364
006,1976791
006,2166478
006,3726582
006,3631467
006,1223359
006,2602847
006,3139408
006,1300745
008,1309851
008,4381520
008,1309855
008,4404730
008,2447580
008,3830178
008,1309852
008,1372011
008,2718310
008,1309863
008,2478701
008,1309861
008,1042535
008,1309862
008,1309864
008,2553621
008,1309860
008,1309849
008,3281489
008,3344742
008,1309858
008,1720839
008,3625295
008,1647361
008,1309857
008,3128473
008,1812298
008,2914614
008,1309854
008,0297212
008,2077371
008,2072014
008,0261367
008,0207533
008,1014323
008,0875392
008,0659027
008,3195095
008,3344549
008,1559497
008,1914670
008,1309865
008,0804471
008,2320482
008,2434018
008,1932543
008,3220153
008,0610115
008,1066586
008,1309850
008,3023726
008,0657929
008,2594270
008,2608707
008,4384607
008,4119015
008,1309856
008,4010057
008,4275110
008,0713933
008,2071621
008,3448209
008,4260588
008,1207785
008,0650670
008,2068075
008,3925991
008,1812121
008,3344840
008,3344488
008,1269389
008,0591625
008,2650107
008,1339863
008,4244449
008,2936607
008,0191245
008,4130373
008,1309859
008,2917909
008,2590165
008,1453566
008,4094450
008,0969484
008,4427039
008,1910111
008,0973869
008,3326283
008,1842473
008,1520633
008,3133622
008,0293736
008,3686430
008,3142314
008,0994225
008,3185075
008,3696367
008,3886936
008,1541931
008,2737712
011,1487723
011,2547857
011,2208028
011,1952708
011,3149769
011,2483780
011,3945186
011,1487739
011,3445794
011,1952916
011,2846966
011,1064377
011,2483727
011,0909868
011,0199845
011,1746596
011,2659426
011,4491452
011,0390776
011,0618219
011,0910325
011,1148813
011,0912958
011,2862531
011,3852901
011,3690926
011,2664514
011,3318279
011,1550406
011,1147476
011,2956537
011,3399379
011,2203329
011,2862902
011,2008371
011,3680941
011,0463533
011,1431035
011,2629042
011,2287492
011,2385914
011,4033854
011,4483761
011,2775638
011,0455068
011,3514058
011,0903561
011,3314030
011,1487740
011,1951872
011,1177503
011,3262225
011,3407309
011,1147274
011,1783810
011,0637055
011,0678769
011,1001096
011,3945185
011,0748278
011,1487960
011,1487889
011,4377555
011,0423659
011,1487820
011,1487981
011,1487942
011,1487969
011,0871820
011,4259043
011,1425235
011,0296099
011,0619529
011,1487931
011,1770443
011,1488012
011,4312333
011,2673435
011,1714215
011,4036128
011,4068538
011,3874515
011,2540705
011,2724170
011,0792183
011,0595784
011,2285900
011,0248749
011,1487993
011,3251645
011,2516609
011,1060259
011,1972074
011,3020266
011,1953298
011,3405900
011,1487822
011,1488001
011,3172922
011,1487815
012,0358512
012,2933060
012,0412758
012,2990203
012,3267998
012,2821299
012,2400903
012,4041364
012,2205666
012,1543172
012,2141772
012,2932562
012,1835069
012,2457662
012,3789400
012,3612692
012,4074452
012,4261227
012,3858357
012,3858358
012,1326736
012,2936354
012,2936397
012,2457661
012,1879404
012,3329774
012,4533894
012,2147547
012,2535613
012,2633103
012,1468722
012,2535755
012,2535750
012,0326785
012,2566369
012,2127884
012,0582746
012,3228143
012,1759198
012,0641548
012,2535976
012,3157999
012,1680347
012,1482331
012,2535914
012,2535627
012,2535624
012,3976265
012,1232665
012,2535998
012,3815204
012,2535923
012,0905652
012,2535801
012,3279895
012,2535668
012,1503176
012,4374707
012,3088980
012,2854012
012,2535904
012,2535615
012,2028508
012,0228150
012,2932429
012,2535640
012,2535806
012,4624903
012,2535938
012,0602279
012,3886261
012,2535966
012,1675825
012,4528141
012,0581681
012,2535646
012,2542132
012,2535639
012,2932488
012,2535667
012,3711627
012,2530168
012,0441586
012,1195884
012,2535761
012,2535698
012,4232712
012,0623871
012,1485547
012,0208848
012,4285714
012,0814262
012,1319193
012,1605154
012,4332223
012,2932652
012,2535591
012,2535836
012,2536241
012,3063234
014,3086294
014,1709780
014,1853480
014,1589163
014,0498649
014,1544515
014,0588228
014,2673922
014,1323395
014,1323409
014,1323480
014,3329315
014,2450900
014,1968895
014,4414163
014,1694662
014,1323374
014,2516596
014,3265745
014,1323471
014,3220481
014,1323610
014,1352026
014,1903095
014,2572166
014,1323399
014,1084409
014,0932240
014,1323581
014,1352075
014,1791981
014,1994415
014,1323604
014,1351853
014,1701395
014,1323570
014,4243480
014,2990066
014,3496135
014,1549834
014,1902764
014,1352089
014,2333596
014,1323314
014,3496121
014,1323593
014,4414166
014,2516597
014,1323386
014,3329322
014,3496130
014,1323594
014,1352002
014,0745484
014,4156654
014,1015308
014,1201069
014,3774389
014,3305985
014,4627616
014,1323338
014,4342699
014,3844107
014,0408345
014,1064209
014,3036160
014,3995968
014,2651346
014,1902138
014,1962584
014,3496065
014,0612449
014,0222957
014,1352073
014,1324576
014,1052539
014,0654567
014,1323506
014,3970841
014,3134720
014,1504052
014,2633008
014,1323385
014,4416474
014,1262991
014,2571910
014,1341544
014,1956204
014,0345856
014,3087414
014,2465985
014,1352096
014,3496087
014,1023370
014,1323936
014,0562851
014,2818943
014,0869572
014,2868299
014,1701385
016,3973932
016,2127046
016,1134042
016,1134041
016,2475371
016,2475372
016,2515243
016,2557959
016,2521500
016,2528785
016,0195574
016,4156450
016,2483031
016,3973929
016,1401024
016,2515726
016,1180072
016,4529558
016,1659515
016,2499694
016,2536939
016,2536061
016,1134045
016,2475352
016,2484491
016,1950949
016,2477163
016,4540845
016,1951151
016,1607266
016,2522530
016,2484489
016,0719762
016,2557504
016,2485495
016,4019938
016,3658524
016,0438420
016,2535263
016,2494043
016,1346252
016,4130799
016,2544341
016,2544342
016,3696174
016,2530330
016,2558430
016,2516014
016,2540665
016,2544778
016,2524382
016,4367696
016,2484488
016,4197335
016,2479988
016,2502660
016,2755257
016,1462466
016,2659725
016,4094626
016,2523600
016,2480150
016,2526046
016,2515819
016,2480151
016,2558460
016,2502328
016,1648370
016,2486445
016,2554139
016,2472735
016,2536142
016,2470497
016,2492205
016,3544621
016,1462449
016,2558296
016,1411041
016,2432267
016,1659502
016,2517856
016,1564790
016,2481763
016,4091131
016,2548055
016,2552158
016,2482462
016,2478708
016,1660087
016,2470235
016,2117274
016,2525513
016,1365234
016,2502459
016,2521360
016,2521354
016,2525689
016,2525688
016,2525687
016,2525690
020,2600791
020,3504251
020,3948269
020,1410859
020,1000089
020,1759294
020,1213331
020,0715256
020,4461199
020,0342052
020,3916931
020,1951191
020,1807455
020,3205725
020,2915243
020,2188151
020,1004341
020,1441900
020,3882555
020,3410997
020,1358669
020,1285988
020,4547165
020,4404859
020,4262062
020,3148360
020,3148311
020,1972920
020,3955473
020,3365399
020,3958427
020,1291014
020,0713686
020,3148356
020,1589604
020,3138081
020,3148406
020,3074534
020,3169000
020,2893771
020,4589589
020,2116110
020,1487931
020,1487696
020,1709976
020,2987404
020,1487700
020,1793225
020,1487889
020,4478393
020,0589035
020,4044127
020,3501944
020,4243395
020,1474887
020,3967337
020,3727090
020,2200400
020,3625151
020,3839152
020,1174729
020,3148306
020,1487691
020,2516805
020,0589032
020,1436701
020,1487874
020,1664936
020,3007155
020,0840423
020,0519111
020,1487726
020,1487720
020,3380758
020,0362496
020,1487687
020,3223591
020,3622449
020,2572930
020,0630145
020,0181633
020,0638952
020,4458742
020,2366845
020,0891352
020,3826884
020,1990430
020,1487723
020,2813687
020,4317798
020,4493639
020,1951470
020,1487837
020,1487898
020,1019450
020,4098972
020,1487871
020,3107813
020,3261684
020,1010810
021,3430059
021,1828980
021,4058906
021,2548115
021,0502878
021,2409895
021,4132760
021,3168816
021,2544304
021,4558755
021,3570697
021,2785720
021,1019610
021,3421180
021,2630211
021,2982985
021,4388732
021,4014836
021,4110135
021,3288337
021,1911269
021,2417933
021,1148716
021,1852499
021,4388558
021,3106738
021,3139009
021,3387553
021,4098685
021,4388743
021,1380132
021,4532172
021,4388665
021,4126003
021,2505540
021,0295321
021,4388727
021,2555946
021,2505541
021,2556073
021,0566337
021,4388627
021,4388721
021,4452011
021,4517117
021,4421068
021,0202234
021,0563812
021,0493343
021,1221743
021,2119839
021,2860247
021,4388719
021,4388579
021,0188458
021,4128227
021,2324989
021,1580369
021,2626381
021,0171517
021,3138734
021,2267529
021,3211419
021,3478872
021,0903196
021,4486770
021,4388551
021,1561511
021,3139999
021,4388733
021,3521432
021,2508504
021,2508500
021,0563873
021,2508499
021,2508501
021,2508503
021,2508502
021,3809960
021,4388603
021,3910228
021,0313833
021,4302531
021,1889040
021,4388707
021,4324355
021,4401542
021,3632424
021,3781743
021,1203399
021,4407941
021,4267470
021,0835070
021,1502142
021,4388731
021,2197540
021,2993127
021,2149656
021,0907876
021,3789094
022,3140987
022,0828414
022,4058906
022,2548115
022,0502878
022,2409895
022,4132760
022,3168816
022,2544304
022,4558755
022,3570697
022,2785720
022,3421180
022,4161188
022,2630211
022,2982985
022,4388732
022,3288337
022,1911269
022,2417933
022,1148716
022,1852499
022,3139009
022,3387553
022,4388743
022,1380132
022,4532172
022,4388665
022,2505540
022,0295321
022,4388727
022,2555946
022,2505541
022,2556073
022,0566337
022,4388627
022,1911244
022,4388721
022,4452011
022,4421068
022,0202234
022,0563812
022,0493343
022,1221743
022,4110135
022,2860247
022,4388719
022,4388579
022,0188458
022,2324989
022,2626381
022,0171517
022,3138734
022,2267529
022,3211419
022,3478872
022,0903196
022,4388551
022,1561511
022,3139999
022,4388733
022,2508504
022,2508500
022,0563873
022,2508499
022,2508501
022,2508503
022,2508502
022,3809960
022,4388603
022,0313833
022,4302531
022,1889040
022,4388707
022,4451666
022,4324355
022,4401542
022,1203399
022,4407941
022,4267470
022,4388731
022,2197540
022,2993127
022,2149656
022,0907876
022,3789094
022,1494228
022,3139657
022,4388601
022,3139452
022,4558760
022,0544299
022,2508513
022,4510026
022,0789139
022,1851339
022,4125515
022,2191847
022,0795674
022,2508505
025,2536318
025,0761471
025,1077326
025,0941411
025,4421554
025,2320420
025,4303928
025,2627525
025,3413569
025,2860338
025,3299878
025,4267043
025,0805111
025,1076162
025,1073904
025,2912074
025,4388924
025,1693728
025,2983533
025,1076159
025,4094366
025,4388708
025,3386864
025,2983520
025,4388801
025,2982767
025,3147237
025,2908055
025,2912478
025,2292323
025,1340323
025,3092528
025,4388814
025,1002591
025,0623407
025,2944561
025,4179909
025,4416644
025,1884953
025,1073897
025,4338360
025,4004437
025,4189366
025,4345126
025,3071662
025,3597789
025,0489941
025,2988603
025,4388799
025,1077212
025,1158462
025,4135708
025,4633502
025,4388951
025,1104379
025,4204851
025,4388813
025,0514548
025,4413381
025,4388723
025,4388743
025,4388686
025,2603066
025,1489165
025,3783008
025,3979547
025,3422639
025,1674444
025,2602857
025,4388802
025,1630110
025,0782962
025,4564431
025,3280363
025,0388015
025,4353802
025,2980186
025,3295307
025,0514559
025,2853610
025,4388804
025,4067702
025,3794326
025,3906010
025,4461504
025,0486558
025,0169743
025,4388697
025,0759784
025,0529154
025,4201489
025,1432222
025,3299993
025,3971983
025,1492165
025,4388843
025,2536271
025,1485164
025,4388836
025,0467833
026,2508351
026,1625239
026,0272222
026,4388924
026,4397664
026,1973179
026,4388613
026,4243422
026,3438418
026,3327630
026,3058500
026,3091864
026,3136288
026,1509464
026,2290518
026,4009460
026,4246512
026,3488992
026,0934166
026,4246511
026,4418521
026,3823702
026,4633502
026,0931454
026,1250319
026,3866908
026,4246515
026,3073864
026,2704079
026,0272197
026,3810999
026,4280259
026,4246466
026,3327629
026,3297377
026,4187106
026,3193570
026,1621882
026,2028984
026,4494391
026,3740368
026,0388015
026,2617802
026,0514559
026,0637384
026,2219558
026,0628723
026,4009455
026,4388612
026,3238209
026,0747571
026,2298902
026,0272104
026,0934168
026,1076014
026,1625234
026,2469604
026,2849605
026,1002548
026,1188650
026,0835267
026,4241270
026,4350944
026,1590688
026,2070547
026,0227204
026,3937063
026,4530672
026,0588221
026,3096606
026,3615914
026,4059588
026,2011148
026,3592630
026,3335285
026,2324409
026,4059710
026,4069423
026,4492989
026,3690632
026,1843010
026,4167670
026,0655346
026,1630876
026,2450362
026,1715309
026,3426707
026,1625235
026,3291894
026,3377668
026,2089640
026,1962229
026,0788472
026,1206907
026,1969323
026,1928443
026,4028357
026,0868683
026,3966985
026,2777008
027,1714467
027,3136883
027,3136808
027,1418407
027,1079503
027,3824168
027,3136964
027,3136837
027,0551493
027,2777861
027,3360177
027,3489341
027,2523813
027,4242859
027,1246288
027,0761498
027,0514434
027,3613097
027,1714486
027,1714468
027,2220012
027,1269447
027,1020188
027,1246424
027,3137434
027,0487240
027,3511675
027,2659940
027,1685018
027,3159704
027,0765302
027,1962941
027,3024330
027,0325636
027,0325587
027,3170753
027,0917417
027,0487275
027,1787415
027,3498288
027,1058627
027,1246294
027,1233251
027,0773445
027,0639692
027,4062197
027,1354462
027,1015720
027,2407793
027,1472606
027,3817903
027,3136922
027,2066689
027,4331086
027,0432714
027,3714430
027,3948567
027,1714488
027,0917099
027,0841745
027,1408826
027,1246290
027,2972717
027,4585619
027,0871058
027,1688823
027,1083662
027,1267754
027,3442042
027,3220292
027,3454240
027,2641174
027,1142947
027,4454243
027,2409658
027,1263104
027,3106906
027,1309961
027,2919111
027,2066674
027,0714143
027,1870432
027,0713831
027,4591425
027,2865211
027,3923832
027,1415691
027,3127447
027,1488267
027,2622462
027,2777862
027,2862341
027,0917422
027,0443774
027,1714354
027,1714430
027,0548014
027,1919847
027,3727649
027,2998145
028,1714467
028,0551493
028,2777861
028,3360177
028,2850676
028,0713831
028,2850716
028,1772141
028,1714468
028,0945424
028,3127447
028,2409956
028,1217171
028,3976901
028,3137434
028,3511675
028,1015775
028,4313934
028,0367756
028,0487262
028,3750859
028,2066691
028,0251249
028,3136808
028,4441405
028,3136883
028,1326526
028,0931833
028,1472606
028,2995550
028,2066689
028,1714488
028,2409955
028,0917099
028,3391970
028,4165661
028,1688823
028,3136837
028,3442042
028,3220292
028,3750732
028,1193157
028,2850602
028,2659849
028,2409658
028,3613097
028,3106906
028,2919111
028,0337437
028,2066674
028,0800796
028,2865211
028,3923832
028,1415691
028,4629208
028,1217168
028,2280757
028,2308911
028,2622462
028,2777862
028,0917422
028,1714354
028,1751182
028,1714430
028,3136964
028,1919847
028,3727649
028,1034649
028,0917424
028,1555182
028,0465844
028,0660593
028,1079503
028,0337434
028,2590084
028,3824168
028,3948548
028,3060539
028,3583729
028,3750565
028,1142947
028,3955608
028,1418407
028,2659859
028,3360383
028,2060724
028,0823242
028,2622460
028,3366170
028,1011506
028,2659533
028,1839946
028,3318102
028,3594830
028,0497051
028,0917416
028,3366171
028,3049047
028,2914042
028,0286894
032,0661277
032,3525643
032,4066427
032,4476650
032,3648375
032,2500785
032,2475789
032,1155189
032,1714383
032,3917084
032,2747161
032,1627740
032,2520103
032,0660534
032,1671445
032,2766336
032,4247838
032,0291253
032,3735757
032,3245171
032,2516824
032,1514363
032,0255217
032,2569006
032,3852881
032,1912511
032,1575907
032,4449523
032,3245170
032,3560104
032,0600554
032,3548273
032,1998553
032,2454339
032,3993278
032,1451560
032,2272883
032,4242103
032,1450851
032,4119045
032,4527191
032,2745389
032,2581238
032,0663718
032,2133608
032,1453816
032,0659550
032,2299409
032,1997491
032,1259584
032,1714384
032,0660086
032,1883442
032,4319844
032,1714482
032,0720003
032,0655557
032,4524354
032,1053522
032,1052823
032,3848116
032,4313935
032,4080287
032,0700351
032,2477610
032,4466089
032,1756636
032,2857857
032,3321184
032,3014268
032,0783634
032,2356014
032,2019595
032,2409658
032,3736403
032,0888578
032,1516818
032,0661375
032,3501100
032,3917083
032,0771022
032,1216068
032,0297374
032,0400189
032,4241548
032,1711905
032,0575026
032,4125965
032,2097818
032,0513488
032,3639866
032,4206560
032,0830335
032,3851552
032,3920045
032,4011024
032,0392022
032,0281111
032,3706037
032,3942774
033,0224926
033,4028551
033,2840989
033,0473853
033,4028576
033,2802131
033,0166141
033,3564566
033,4028517
033,4028538
033,3087138
033,1460444
033,2915057
033,0007083
033,4028592
033,2447352
033,2553054
033,4343165
033,4548880
033,4028595
033,4028596
033,4042661
033,4310806
033,3425493
033,4028553
033,1465605
033,4028525
033,2366248
033,1933699
033,1937311
033,2649767
033,0247847
033,4277301
033,2029906
033,4028535
033,3102470
033,1399801
033,4028561
033,1348735
033,1665284
033,0224949
033,2733057
033,0526991
033,2802132
033,1865102
033,4028516
033,3349035
033,1721221
033,2654890
033,3555802
033,1093504
033,3006683
033,1316881
033,3143567
033,4449422
033,2840990
033,4145551
033,2609644
033,0242969
033,1924000
033,3484903
033,2306624
033,1616232
033,0928261
033,4028579
033,4141897
033,4028586
033,1902025
033,0759906
033,2183888
033,4028565
033,2183890
033,3406388
033,1846751
033,1096286
033,0471668
033,0356105
033,3102379
033,4028550
033,0847421
033,2365652
033,1357983
033,3227727
033,1909634
033,4028542
033,1613642
033,0739084
033,1848603
033,0609156
033,2194287
033,1076167
033,1316696
033,3160328
033,0901239
033,3062423
033,3904806
033,0660559
033,2350850
033,1317725
033,2865512
037,2840989
037,0532384
037,2840990
037,1865102
037,1853562
037,3006683
037,2840987
037,1616232
037,3087138
037,4028517
037,3725842
037,1399659
037,4028586
037,1721221
037,4027302
037,4548880
037,0654079
037,0818944
037,3425493
037,2183888
037,2183890
037,1097123
037,2840984
037,0303394
037,0517522
037,1356493
037,1549839
037,2612827
037,0525868
037,2644018
037,0703746
037,1096911
037,1902025
037,3160328
037,2757245
037,3581926
037,1097133
037,0471668
037,0224926
037,1848493
037,4019791
037,0351971
037,4028576
037,1613642
037,0670591
037,2066677
037,3976138
037,2097623
037,0855899
037,0232224
037,1357983
037,2240829
037,4201667
037,4028584
037,2517856
037,4289860
037,2397055
037,1002632
037,1613771
037,3564566
037,3066805
037,3464626
037,2333695
037,1460444
037,1323300
037,0590404
037,4448705
037,2915057
037,2007654
037,4028592
037,1994730
037,0517513
037,2447352
037,3922376
037,2553054
037,1283586
037,1259587
037,4584506
037,1123414
037,0280482
037,3698210
037,1486164
037,4343165
037,4289855
037,4289859
037,0753246
037,4253404
037,4028595
037,4028596
037,4042661
037,4240774
037,1096998
037,4289856
037,1844950
037,1015543
037,4310806
037,1096895
037,2699937
037,2517858
037,2670303
038,2840989
038,3006683
038,1616232
038,3087138
038,4028576
038,2840990
038,4028517
038,1865102
038,3725842
038,4028586
038,1721221
038,4548880
038,0654079
038,0818944
038,3425493
038,2183888
038,2183890
038,0280482
038,1097123
038,2840984
038,2840987
038,1356493
038,1853562
038,1096911
038,3160328
038,2757245
038,3581926
038,1399659
038,0532384
038,1097133
038,0224926
038,1848493
038,4019791
038,1613642
038,0670591
038,2097623
038,4027302
038,2240829
038,4201667
038,4028584
038,4289860
038,2397055
038,1002632
038,2333695
038,1460444
038,1960055
038,4028592
038,2447352
038,2553054
038,1123414
038,3698210
038,4343165
038,4289855
038,4289859
038,4028595
038,4042661
038,4028596
038,4289856
038,1015543
038,4310806
038,2699937
038,0303394
038,2172757
038,1567661
038,4028553
038,1465605
038,0436936
038,0819146
038,4028525
038,1665284
038,4070090
038,3488182
038,2366248
038,0525868
038,3353520
038,1937311
038,2649767
038,1559294
038,0097745
038,1029099
038,4277301
038,2029906
038,4028535
038,3102470
038,1673203
038,0331818
038,4028561
038,1348735
038,2185996
038,0834070
038,2733057
038,0526991
038,1197442
038,4028516
038,3989944
038,0759906
038,2644018
038,3555802
038,2013869
038,1316881
039,1485286
039,0513114
039,1068776
039,2637058
039,0588702
039,3538812
039,3482481
039,1068738
039,4360886
039,0195870
039,3146769
039,4239607
039,3538811
039,3622491
039,3974520
039,4316043
039,1069670
039,1069688
039,3439576
039,4330505
039,3809007
039,3557239
039,4345721
039,4547255
039,0864150
039,1870141
039,2742358
039,1473308
039,4390390
039,4291304
039,1532786
039,2277109
039,1104263
039,4235613
039,4246924
039,0110790
039,4195285
039,2358936
039,2459453
039,3439581
039,4235622
039,4548348
039,1636878
039,1672987
039,1636866
039,1852647
039,1928668
039,0622694
039,1250046
039,2531659
039,4196185
039,1198965
039,2275470
039,1328277
039,1214017
039,3482482
039,1870142
039,4371967
039,0322048
039,4280207
039,0329064
039,1588675
039,1556220
039,3535283
039,1851676
039,0714026
039,4132849
039,0513108
039,4239602
039,2978542
039,2543827
039,4235625
039,1666282
039,4235416
039,1682712
039,2902153
039,4491218
039,3902899
039,0922587
039,2615482
039,4291388
039,2611996
039,3438203
039,0513115
039,1556226
039,4235350
039,2397819
039,4235488
039,0719117
039,1180643
039,0119317
039,0162656
039,0446088
039,4228809
039,0101123
039,0104017
039,3796085
039,2190740
039,4460755
039,4235544
045,2520857
045,2520901
045,3776884
045,3311133
045,1479528
045,0974240
045,1490541
045,1230167
045,4631585
045,2697243
045,4037026
045,2703805
045,4187524
045,2616738
045,2588389
045,2672377
045,4202955
045,1459801
045,0538428
045,4391510
045,3416305
045,4264854
045,4056367
045,2261826
045,3808708
045,0679133
045,2052482
045,2599894
045,1613717
045,2514209
045,1462440
045,4623508
045,3803316
045,0845873
045,1632910
045,2966349
045,0839395
045,2618057
045,2111430
045,1272372
045,1582050
045,3766043
045,1437335
045,4031811
045,3048473
045,3200838
045,1218621
045,3909659
045,0267795
045,2053679
045,2980816
045,1625190
045,0795619
045,1707259
045,2548445
045,2548466
045,2548446
045,3047318
045,0712884
045,2767465
045,4628682
045,4058037
045,3561081
045,3560601
045,0516811
045,2174970
045,3687370
045,3475098
045,1812679
045,4200132
045,2061873
045,0198686
045,2307441
045,1502402
045,0498323
045,0415460
045,1145807
045,2744256
045,1976443
045,2336590
045,0617275
045,1270398
045,3774922
045,1405318
045,4455560
045,4449214
045,2202217
045,2900067
045,2207546
045,2767123
045,2606864
045,1584334
045,1211021
045,3758710
045,4406653
045,2857169
045,2223260
045,1443899
045,1479573
045,0329062
046,1583982
046,2548277
046,2349265
046,2090036
046,2509994
046,2349249
046,0131464
046,2509847
046,2294642
046,0177842
046,2510504
046,2548424
046,3109449
046,3740073
046,2509792
046,2509903
046,2510100
046,1636588
046,4154874
046,1636634
046,2510366
046,2510203
046,1556200
046,2463784
046,0975768
046,1636204
046,2598849
046,2081558
046,2509889
046,2548440
046,3015458
046,3109325
046,1843595
046,0323589
046,1636633
046,3858240
046,0200490
046,2601265
046,4033176
046,3740018
046,1941201
046,1975747
046,1636584
046,4464993
046,2916928
046,1671612
046,3198450
046,2509756
046,1636586
046,4587113
046,3875399
046,4591091
046,2234309
046,2367489
046,1945938
046,3774968
046,4541596
046,4098169
046,1821373
046,2295741
046,0664527
046,3920781
046,2463785
046,0177831
046,2370072
046,2294373
046,1920776
046,1097249
046,2510499
046,2916927
046,4541531
046,4154870
046,3217048
046,1435582
046,3369896
046,0611588
046,4052981
046,0651334
046,2548452
046,2635779
046,4541529
046,1785689
046,3841776
046,4577864
046,2782062
046,4414374
046,4404536
046,1904856
046,1654318
046,2101359
046,1469231
046,0324477
046,3448861
046,2861886
046,4583485
046,3747225
046,1466416
046,0836434
046,4004730
046,2548187
047,0906318
047,2520124
047,1247419
047,1541817
047,2520847
047,1646174
047,4197210
047,0926291
047,1324524
047,1532889
047,0885093
047,3085745
047,2355936
047,2846341
047,1646476
047,1616916
047,4378467
047,0337703
047,4126511
047,1371917
047,4405656
047,2812746
047,0587315
047,2519142
047,1061374
047,3360254
047,3875419
047,0250224
047,4442131
047,3449049
047,1249813
047,1874596
047,2332765
047,1324519
047,0656228
047,2520123
047,2068517
047,2525983
047,4092336
047,1550573
047,0455956
047,1324250
047,1085487
047,1896892
047,1221516
047,4044462
047,3723927
047,2196129
047,3305373
047,2617370
047,3484005
047,1157853
047,0204198
047,2476083
047,3108001
047,1324275
047,4183759
047,0089598
047,3015421
047,1323689
047,3004523
047,1966796
047,0643723
047,4534692
047,2884113
047,1990768
047,4126918
047,0660465
047,4043867
047,2026222
047,1623798
047,0906735
047,4043528
047,1524370
047,3967135
047,3952429
047,4043536
047,1203468
047,1587507
047,2590357
047,0679792
047,4091321
047,1769069
047,2294165
047,3336463
047,4101197
047,3442006
047,4363819
047,3122192
047,4141124
047,3004061
047,4242452
047,1190957
047,1237937
047,3930720
047,3671660
047,2213349
047,1324435
047,1068182
047,2526256
052,0974202
052,0450570
052,3672550
052,3672537
052,0974199
052,3672552
052,3672559
052,3672549
052,1959966
052,3672543
052,3655425
052,1181050
052,0783126
052,2410295
052,4320525
052,0989116
052,3672553
052,3672523
052,2562374
052,0850216
052,3370182
052,1548074
052,2140907
052,1536273
052,2788401
052,1008294
052,3672535
052,3672536
052,0357735
052,1387240
